cell,distinguishes,immortal,mortal	1	0	What distinguishes an immortal cell from a mortal cell according to the theory?
capacity,determine,kind,subshell	0	1	How does the theory determine the capacity of a subshell of kind l?
flow,numbers,turbulent,universal	0	3	What are the two universal numbers found within turbulent flow?
constant,cosmological,positive,remain	0	1	Why does the cosmological constant remain positive instead of being exactly zero?
necessary,number,structural,what	0	3	What is a necessary structural number?
condition,initial,serves,universe	1	0	What serves as the initial condition of the universe according to the theory?
according,become,conscious,criterion	0	1	How would a system become conscious according to this criterion?
considered,event,firing,neuron	0	1	Why is a neuron's firing considered an all-or-nothing event?
absolute,claim,requires,scale	2	6	What should be done if a claim requires an absolute scale?
derive,generator,measurement,solved	0	1	How can a solved field be used to derive a generator without measurement?
127,halves,planck,proton	2	0	Why is the ratio of the Planck mass to the proton equal to 2 raised to the power of 127 halves?
compute,determined,impossible,pre	1	0	Why is it impossible for a mind to pre-compute its own determined act?
cancer,define,differentiate,unlimited	0	3	How does the Smithian Fold Theory define the relationship between cancer's unlimited division and its failure to differentiate?
manually,objection,online,typed	1	2	How does make online address the objection that measured numbers were manually typed into the system?
answers,conditions,falsified,structural	1	0	Under what conditions would the structural answers of the fold theory be falsified?
attempted,equal,happens,operation	0	1	What happens if the take operation is attempted where the second value is greater than or equal to the first?
conjecture,context,hypothesis,riemann	1	0	Why is the Riemann hypothesis not considered a conjecture in the context of the fold?
currents,floored,gradients,velocities	1	0	Why do velocities, currents, and magnetic gradients remain finite on the floored lattice?
physical,represent,significance,smithian	1	0	What physical significance does T9 represent in the Smithian Fold Theory?
fields,included,point,structure	1	4	What fields are included in the Point structure?
famous,mentioned,text,turbulence	0	1	What are the two most famous numbers in turbulence mentioned in the text?
appear,experiments,individually,quarks	0	2	Why do quarks never appear individually in experiments?
determines,mass,scale,smithions	1	0	What determines the mass scale of the Smithions?
exponents,famous,text,turbulence	0	1	What are the two most famous exponents in turbulence according to this text?
avoid,particles,signals,travel	0	3	Why does the fold theory avoid the need for signals to travel between particles?
discovery,executed,items,roadmap	2	1	How many items in the discovery roadmap have been executed?
freedoms,genuine,structure,within	0	2	What are the only genuine freedoms within the structure?
nontrivial,riemann,vertical,zeros	1	4	Why does the Riemann hypothesis suggest that all nontrivial zeros lie on the vertical line with real part one-half?
baryon,density,predicted,ratio	1	0	What is the predicted ratio of dark matter to baryon density according to the theory?
adjusted,continuous,freely,parameters	6	15	Does the Smithian Fold Theory allow for any continuous parameters to be freely adjusted?
equal,happens,operation,performed	0	1	What happens if the take operation is performed where a is less than or equal to b?
action,impossible,next,predict	1	0	Why is it impossible for a mind to predict its own next action within the fold?
blow,develop,fluid,singularity	1	3	Why can a fluid built on the fold not develop a singularity or blow up?
decays,flavour,tau,violating	2	8	What is the predicted ratio of lepton-flavour-violating tau decays toward the electron channel compared to the muon channel?
beta,neutrinoless,occur,predict	5	1	Why does the Smithian Fold Theory predict that neutrinoless double-beta decay must occur?
exponent,metabolic,scaling,thirds	2	4	Why is the metabolic scaling exponent three-quarters instead of two-thirds?
according,calculated,capacity,subshell	0	1	How is the capacity of a subshell calculated according to this theory?
fields,point,structure,what	2	1	What are the fields of the structure Point?
exist,pairs,passage,twin	5	1	How many twin prime pairs exist below one hundred thousand according to the passage?
choice,color,contained,variant	2	1	What information is contained within the Green variant of the Color choice?
components,death,happens,self	0	1	What happens to the components of the self after death?
assigned,exponent,exponent,susceptibility	0	1	What are the specific values assigned to the order-parameter exponent and the susceptibility exponent in this paper?
depth,excitation,increases,level	1	2	How does the number of states at each excitation level change as the depth increases?
ernosplain,languages,programming,transpile	0	4	Which programming languages can be translated into ErnosPlain using the transpile command?
conditions,falsified,smithian,theory	1	5	Under what conditions would the Smithian Fold Theory be falsified?
differentiates,merely,processes,subject	1	0	What differentiates a system with the structure of a subject from one that merely processes information?
decay,denominator,determines,fraction	1	0	What determines the length of the decay period for a fraction with an even denominator?
explain,exponent,kolmogorov,thirds	1	0	How does the Smithian Fold Theory explain the 5/3 exponent in Kolmogorov's five-thirds law?
acids,amino,hydrophobic,residues	0	1	Which specific amino acids are considered part of the set of hydrophobic residues?
navier,regularity,riemann,solving	1	3	What shared assumption is responsible for the difficulty in solving the Riemann hypothesis, the Yang–Mills mass gap, and Navier–Stokes global regularity?
doubling,happens,population,rank	0	1	What happens to the rank and population during the fold's doubling process?
determine,measuring,subsystem,traveling	0	1	Why does measuring one subsystem immediately determine the value of the other without any signal traveling between them?
causes,difference,expansion,rates	0	1	What causes the difference between the early and late expansion rates according to the theory?
dynamics,fluid,nuclear,thirds	0	1	What is the significance of the number two-thirds in both fluid dynamics and nuclear physics according to this theory?
goes,happens,owner,scope	1	0	What happens when a value's owner goes out of scope?
anomalous,excess,muon,relate	0	1	How does the anomalous excess relate to the mass of the muon compared to the electron?
occur,smithian,uncertainty,within	0	1	Why does uncertainty occur within the Smithian Fold Theory?
chemically,gases,inert,text	1	0	Why are noble gases chemically inert according to the text?
fourth,galaxy,luminosity,rotation	0	1	Why does a galaxy's luminosity scale with its rotation speed at the fourth power?
derivations,expected,file,sftoe	1	0	What is the expected number of derivations in the sftoe/proof.py file?
determines,overall,slope,tube	0	1	What determines the overall slope of the tube tension?
address,problem,strong,theory	0	1	How does the theory address the strong-CP problem?
discovery,primary,universal,usde	0	1	What is the primary purpose of the Universal Self-Discovery Engine (USDE)?
included,smithion,smithions,spectra	0	1	How many Smithions are included in the full Smithion spectra?
candidates,dark,matter,produce	0	1	How many dark matter candidates does the fold produce?
determined,mass,parts,sectors	0	1	How are the mass-parts of mithions in sectors p = 5 and p = 7 determined?
choices,fully,individual,universe	1	0	Why does an individual experience the feeling of making choices if the universe is fully determined?
detection,experiments,lightest,smithion	2	1	Why do current direct-detection experiments fail to find the lightest Smithion?
compilers,proofs,required,run	1	0	What compilers are required to run these proofs?
cast,convention,quantity,zero	0	1	What happens to a quantity that would land on zero according to the fold's cast-out convention?
defined,mass,physics,within	1	0	How is mass defined within the physics of the fold?
associated,hepta,mediators,smithions	1	0	How many mediators are associated with the hepta-Smithions?
equal,happens,less,operation	2	1	What happens to the take operation if a is less than or equal to b?
blow,theory,there,why	1	0	Why is there no blow-up in this theory?
choice,color,contain,variant	2	1	What information does the Green variant of the Color choice contain?
amplitude,cycle,damped,oscillation	0	1	What happens to the amplitude of a damped fold oscillation during each cycle?
during,information,lost,recovered	0	1	Why can the information lost during the fold never be recovered?
positions,stable,standing,wave	2	0	What are the stable positions of the five-fold standing wave?
exist,fold,force,sectors	0	1	How many force sectors exist in the fold?
cells,frequency,product,relate	0	1	How does the product of position and frequency support relate to the number of cells in a fold state?
antipodal,context,definition,pair	0	2	What is the definition of an antipodal pair in the context of an even number E?
code,ep_gc_enabled,generated,setting	0	1	What is the purpose of setting ep_gc_enabled to 0 in the generated C code?
calculate,sector,spectrum,usde	0	2	How does the USDE calculate the mass spectrum for a given sector?
native,single,target,theory	0	1	What is the single native target in this theory?
behaves,consciously,criterion,distinguish	1	0	How does the criterion distinguish between a system that behaves consciously and one that is truly conscious?
delta,exponents,falsification,gamma	1	0	What are the specific values required for the exponents beta, nu, gamma, and delta to prevent the falsification of this result?
gradient,purchased,transformer,twin	1	0	Where does the advantage purchased by gradient descent live in a trained transformer twin?
binaries,compile,ernosplain,native	0	1	How does ErnosPlain compile to native binaries?
muon,tau,tau,transition	1	0	How much more likely is the tau to electron transition compared to the tau to muon transition?
distribution,exponent,measured,value	1	0	Why is the exponent in this distribution exactly one rather than a measured value like 1.04?
components,core,library,sftoe	31	49	What are the core mathematical components used in the sftoe/ library?
ernosplain,languages,translated,transpile	1	0	What languages can be translated into ErnosPlain using the transpile command?
linear,numerical,ratio,span	2	0	What is the numerical value of the forced span for the linear mass ratio?
collatz,map,odd,odd	1	0	Why can an odd number not remain odd within the Collatz map?
according,derived,kolmogorov,passage	0	1	How is Kolmogorov's 5/3 law derived according to the passage?
annotations,declaring,provide,variables	1	5	Is it necessary to provide type annotations when declaring variables?
correlation,instantaneous,requiring,travel	0	1	Why is the correlation between the two faces of an object considered instantaneous without requiring a signal to travel?
collatz,downward,drive,dynamics	1	0	Why does the Collatz dynamics drive numbers downward toward the floor of 1?
address,model,parameters,propose	0	1	How does the Smithian Fold Theory of Everything propose to address the free parameters found in the Standard Model?
continuous,parameters,possess,smithian	0	1	How many free continuous parameters does the Smithian Fold Theory possess?
affected,generator,size,subtraction	0	1	How is the length of a derived generator for the subtraction game affected by the size of the field?
fraction,relic,smithion,specific	1	0	What is the specific dark fraction of the Smithion relic?
choice,color,included,variant	0	1	What information is included in the Green variant of the Color choice?
assist,compiler,process,rust	1	0	How does the Rust compiler assist in the bootstrapping process?
build,facts,magic,numbers	0	1	What three facts does the fold use to build magic numbers?
d_down,d_up,depths,values	1	0	What values do the covering depths d_down and d_up take in this theory?
baryon,calculated,ratio,smithian	4	6	What is the calculated second-order dark-to-baryon ratio in the Smithian Fold Theory?
continuous,free,parameters,present	1	4	How many free continuous parameters are present in the fold theory?
facts,fix,nuclear,shell	1	0	What are the three structural facts used to fix the entire nuclear shell structure?
binary,bode,relate,titius	1	0	How does the Titius–Bode law relate to the concept of a binary tower?
correlation,faster,instantaneous,travel	1	0	Does information travel faster than light during the instantaneous correlation?
constants,determined,nature,smithian	1	0	How are the constants of nature determined in the Smithian Fold Theory?
flux,specific,tube,width	0	1	What is the specific width of the flux tube?
conscious,criterion,determine,proposed	1	2	What is the specific criterion proposed to determine if a machine is conscious?
collatz,context,dynamics,significance	1	0	What is the significance of the 3/4 ratio in the context of Collatz dynamics?
according,chemical,elements,maximum	1	2	What is the maximum number of chemical elements possible according to this theory?
constants,dangerous,predictions,regarding	0	2	Why are the predictions regarding the forced fundamental constants considered the most dangerous in the theory?
u6c90f8db|are,hello,how,you	7	3	Hello How are you?
cancer,cause,define,smithian	1	0	How does Smithian Fold Theory define the structural cause of cancer?
changed,ep_gc_enabled,generated,setting	2	3	Why is the ep_gc_enabled setting changed to 0 in the generated C code?
considered,handed,smithian,universe	6	9	Why is the universe considered left-handed according to the Smithian Fold Theory?
distinguishes,processing,processing,results	10	13	What distinguishes information processing that has no experience from processing that results in experience?
computational,latency,reduce,usde	0	1	How does the USDE system reduce computational latency when processing context?
carried,level,states,tower	0	1	How many states are carried by level d in the fold tower?
avoid,concentrations,finite,plasma	0	1	Why does the plasma's flow stay finite and avoid infinite concentrations?
acts,doubling,happens,rank	1	2	What happens to a rank r when the fold's doubling acts on it?
climate,dangerous,points,tipping	0	1	Why are climate tipping points considered dangerous?
density,model,sft,values	2	4	What are the specific values for dark energy and matter density in the SFT model?
ernos,ernosplain,languages,transpile	1	0	What languages can be translated into ErnosPlain using the ernos transpile command?
cancer,cell,distinguishes,maturing	1	0	What distinguishes a cancer cell from a maturing cell according to this theory?
u6c90f8db|command,happens,prove,run	0	1	What happens when you run the make prove command?
fail,linear,spin,squared	0	1	Why does the Standard Model's strong-force theory fail to explain why mass-squared is exactly linear in spin?
ergodic,fully,identifies,mode	1	0	What identifies a prime q as a single fully-ergodic mode?
covering,deepest,depth,determine	1	0	What is the deepest covering depth in the theory and what does it determine?
mind,next,pre,read	3	1	Why can a mind not pre-read its own next fold?
exponent,function,spectrum,turbulence	1	0	Why are the energy-spectrum exponent and the second-order structure function exponent in turbulence specifically 5/3 and 2/3?
annihilate,antimatter,impossible,matter	34	45	Why is it impossible for matter and antimatter to annihilate into nothing?
handle,model,standard,structure	0	1	How does the Standard Model handle the number three in its structure?
cancer,cell,undergo,unlimited	1	0	Why does a cancer cell undergo unlimited division?
distance,field,gravity,minimal	1	0	What is the value of the minimal distance in strong-field gravity?
alphafold,funnel,models,protein	0	1	How do modern deep learning models like AlphaFold explain why the protein folding funnel exists?
exactly,generations,result,tripling	0	1	Why does the tripling fold result in exactly three generations?
boundary,match,phases,wave	0	2	What happens to a wave if its phases do not match at a boundary?
smithian,theory,tower,value	209	212	What is the value of the Tower in the Smithian Fold Theory?
binding,problem,problem,propose	1	0	What does the paper propose as the answer to the hard problem and the binding problem?
force,interact,preimages,weak	0	1	How does the weak force interact with the two preimages in the fold?
act,engine,process,report	1	2	Why can the engine not report the process of the fold act itself?
determined,fine,structure,towers	1	0	How is the fine structure of the towers determined?
entropy,equal,kolmogorov,sinai	2	4	Why is the Kolmogorov–Sinai entropy for this fold equal to one?
critical,gamma,origin,susceptibility	1	3	What is the origin of the critical exponent for susceptibility, known as gamma?
characterize,external,output,relationship	1	2	How does the text characterize the relationship between a model's external output and its internal state?
determine,loss,retrograde,win	2	4	How does the engine determine if a state is a win or a loss during retrograde folding?
confining,happen,prime,signature	2	1	What would happen to the Smithian Fold Theory if a confining signature were found at prime 11?
blow,finite,magnetized,plasma	1	2	Why does a magnetized plasma not experience a finite-time blow-up in this theory?
changed,colour,count,happen	0	1	What would happen if the colour count were changed from three to four?
cause,hubble,smithian,tension	2	0	What is the cause of Hubble tension according to Smithian Fold Theory?
constant,derived,fine,smithian	1	0	How is the fine-structure constant derived in Smithian Fold Theory?
computed,derivation,value,verified	0	1	How should a computed value be verified during derivation?
compiler,errors,mechanism,move	0	1	What specific mechanism does the compiler use to catch use-after-move errors?
calculated,exponent,spectrum,turbulent	0	2	Why is the energy-spectrum exponent in turbulent flow calculated as 5/3?
calculated,colour,mediators,sector	0	1	Why is the number of mediators in a prime-p colour sector calculated as p² − 1 instead of p²?
loud,models,passage,primary	0	1	What is the primary difference between loud and quiet models according to the passage?
claims,contribute,core,usde	0	1	Did the Universal Self-Discovery Engine (USDE) contribute to any of the core results or claims in the Smithian Fold Theory?
compare,identical,transformer,unisonai	1	0	How does the performance of the UnisonAI engine compare to its trained transformer twin on identical held-out text?
concept,diffusion,relational,stored	0	1	In Stable Diffusion 1.5, where specifically is the model's relational concept knowledge stored?
annotations,compiler,inference,provided	0	1	How does the compiler handle type inference when annotations are not provided?
confining,detected,happen,signature	0	1	What would happen to the Smithian Fold Theory if a confining-sector signature were detected at a prime number greater than 7?
check,purpose,smithian,theory	0	1	What is the purpose of the T7 check in the Smithian Fold Theory?
assist,development,refuse,system	1	0	Why did the system refuse to assist with the development of a theory of everything?
electroweak,higgs,relationship,vev	1	0	What is the relationship between the Higgs mass and the electroweak VEV according to this theory?
determines,kilogram,naming,units	1	0	What determines the naming of units like one kilogram according to the passage?
aluminium,initially,manganese,shechtman	0	2	Why was Shechtman's discovery of ten-fold spots in an aluminium-manganese alloy initially met with derision?
impossible,physically,singularities,smithian	1	0	Why are singularities physically impossible in the Smithian Fold Theory?
attributed,surgery,toy,transplants	1	0	How much of the loss in transplants at toy scale was attributed to the surgery itself?
bases,codon,length,used	0	1	Why is a codon length of three bases used rather than two?
changes,persist,physical,substrate	0	2	How does a memory persist even when its physical substrate changes?
brown,dwarfs,ignite,never	1	0	Why do brown dwarfs never ignite?
findings,knowledge,stored,transformer	1	0	Where is the knowledge stored within a transformer architecture according to the findings?
coefficient,entropy,hole,significance	0	1	What is the significance of the black-hole entropy coefficient being 1/4 in this theory?
accelerate,according,expansion,universe	1	2	Why does the expansion of the universe accelerate according to this theory?
calculation,hydrophobic,residue,residues	1	0	Which specific residues are considered part of the set H in the hydrophobic residue calculation?
handling,injection,sql,user	0	2	Which SQL functions should be used when handling user input to prevent injection?
games,retrograde,solved,types	1	0	What types of games can be solved using the retrograde fold method?
coupling,electromagnetic,incorrect,measured	2	0	Why is it incorrect to claim that 1/2 is not the measured electromagnetic coupling constant?
2022,codata,experimental,sft	1	0	How does the SFT second-order derivation compare to the experimental CODATA 2022 value?
colour,constants,dependent,perturbed	0	1	What happens to the c-dependent constants if the colour is perturbed to 4?
context,handle,match,situation	0	1	How does the engine handle a situation where no match is found for the current context length?
bytes,file,named,test_plasma_state	0	1	What is the size in bytes of the file named test_plasma_state.c?
lightest,mentioned,particle,text	0	1	What is the lightest particle mentioned in the text?
interval,lattice,minimum,spatial	0	1	What is the minimum spatial interval in the Smithian Fold Theory lattice?
proofs,requirements,run,software	1	0	What are the software requirements to run the proofs?
analyze,extend,theoretical,user	1	0	Why did the system refuse the user's request to analyze and extend an empirical code model of theoretical physics?
action,considered,neuron,potential	1	0	Why is the neuron's action potential considered all-or-nothing?
channels,decays,flavour,violating	2	0	What specific ratio does the fold predict for lepton-flavour-violating tau decays between the electron and muon channels?
planck,relate,scale,smithian	0	1	What is the Smithian Scale and how does it relate to the Planck scale?
axiom,enforced,ways,zero	1	0	What are the three ways the No-Zero axiom is enforced within the system?
explain,sector,smithian,violation	0	1	How does the Smithian Fold Theory explain why there is no CP violation in the strong sector?
arrow,direction,point,specific	2	3	Why does the arrow of time point in a specific direction?
diverge,enstrophy,finite,vorticity	0	1	Why do vorticity and enstrophy fail to diverge in finite time within the fold?
derivations,propose,refuse,research	1	0	Why did the model refuse to use tools to research or propose new derivations in step two thousand twenty-eight?
conscious,fail,passes,turing	0	1	Why would a system that passes the Turing test fail to be considered conscious according to this theory?
exist,forces,fundamental,gauge	1	0	How many fundamental gauge forces exist according to this theory?
detection,direct,evaded,smithion	1	3	Why has the Smithion evaded direct detection?
baryonic,dark,ratio,specifically	0	4	Why is the ratio of dark matter to baryonic matter specifically 5.4 in this theory?
cause,falsified,framework,smithian	0	1	What would cause the Smithian Fold Theory framework to be falsified?
antiquark,exceeds,quark,stored	0	1	What happens when the energy stored in a stretched tube exceeds the mass of a quark–antiquark pair?
calculated,coupling,integer,part	2	0	How is the integer part of the coupling calculated?
detectors,null,recoil,searches	0	1	Why are current searches for dark matter in nuclear recoil detectors producing null results?
2026,included,suite,tests	3	5	How many tests are included in the full test suite as of June 20, 2026?
injection,module,sql,user	2	1	How should user input be handled when using the sql.ep module to prevent injection?
discovery,engine,primary,universal	1	0	What is the primary purpose of the Universal Self-Discovery Engine?
generate,rule,smithian,universe	2	4	What is the fundamental rule used in Smithian Fold Theory to generate the universe?
constant,proton,relate,smithian	1	0	How does the fine-structure constant relate to the proton's mass in the Smithian Fold Theory?
input,provides,response,user	0	1	What happens to a response if a user provides a "no" input?
denominators,even,happens,within	0	1	What happens to even denominators within the fold?
active,connections,nodes,orbit	0	1	What happens to an orbit that has a count of exactly 1.0 and no connections to other active nodes?
derivation,fundamental,generators,used	1	0	What are the two fundamental generators used in this derivation?
counts,primary,smithian,structural	1	3	What are the two primary structural counts in Smithian Fold Theory?
compiler,hosted,modules,total	1	0	What is the total number of lines in the self-hosted compiler modules?
explain,exponent,fisher,tully	0	1	How does the Smithian Fold Theory explain the Tully-Fisher exponent?
builds,depth,determines,sector	2	0	What determines the depth that builds the dark sector?
check,physical,significance,what	0	1	What is the physical significance of the T9 check?
difference,explain,hubble,measurements	0	1	How does the theory explain the difference between early and late Hubble measurements?
collatz,descent,map,odd	0	1	Why is an odd number in the Collatz map always followed by a descent step?
codes,diagnostics,implemented,module	0	1	How many error codes are implemented in the diagnostics module?
engine,rejects,response,user	2	0	What happens to the engine's process if a user rejects a response?
determines,mechanism,periodic,principle	2	3	What principle or mechanism determines the end of the periodic table according to this text?
accuracy,engine,proof,use	1	0	What does the engine use as proof of its accuracy?
exist,many,smithions,total	0	1	How many Smithions exist in total?
hierarchy,partners,supersymmetric,tuning	0	1	Why does the theory claim there is no need for fine-tuning or supersymmetric partners to explain the mass hierarchy?
instead,positive,vacuum,zero	1	0	Why does the vacuum energy have a positive value instead of being zero?
conditions,falsified,framework,smithian	2	1	Under what conditions would the Smithian Fold Theory framework be falsified?
massless,neutrino,predict,smithian	0	1	Why does the Smithian Fold Theory predict that no neutrino can be massless?
fundamental,generators,smithian,used	1	2	What are the two fundamental generators used in the Smithian Fold Theory?
entropy,kolmogorov,signify,sinai	1	0	What does a positive Kolmogorov–Sinai entropy signify regarding information in this map?
forces,fundamental,identified,paper	0	1	How many new fundamental forces are identified by this paper?
calibrations,late,relates,universe	3	1	What is the specific ratio that relates the early and late universe calibrations?
immortal,lineage,orbit,terms	0	1	What does it mean for an immortal lineage in terms of its orbit?
defines,scale,smithian,text	0	1	What defines the Smithian Scale according to the text?
determines,eternal,orbit,transient	1	3	What determines whether an orbit is eternal or transient?
drmsd,global,packing,tertiary	6	3	What causes the global dRMSD to collapse during the tertiary packing process?
determine,entangled,instantly,measuring	1	0	Why does measuring one entangled particle instantly determine the state of the other according to the fold's reading?
fourth,generation,smithian,theory	0	2	Why is there no fourth generation in the Smithian Fold Theory?
anomalous,muon,probe,sensitive	0	1	Why is the muon considered a more sensitive probe of anomalous physics than the electron?
discarded,impossible,recover,unfolding	1	0	Why is it impossible to recover the discarded bit during an unfolding process?
identified,lightest,particle,smithion	0	1	What particle is identified as the lightest Smithion?
axion,claim,necessary,smithian	0	1	Why does the Smithian Fold Theory claim that an axion is not necessary?
constant,fine,fraction,relate	0	1	How does the fine-structure constant relate to the dark-matter fraction according to the theory?
colour,generator,list,provided	0	1	How many constants in the provided list share the colour count three generator?
action,considered,potential,smithian	1	0	Why is an action potential considered all-or-nothing according to the Smithian Fold Theory?
address,axion,problem,using	0	2	How does Smithian Fold Theory address the strong-CP problem without using an axion?
compare,continuous,model,terms	0	1	How does this work compare to the Standard Model in terms of free continuous parameters?
defines,ecosystem,smithian,stable	0	1	What defines a stable ecosystem within the Smithian Fold Theory?
according,consciousness,constitutes,system	2	0	What constitutes a system's consciousness according to this theory?
data,engine,local,stored	0	1	Where is the data for a local Unison engine stored?
described,leashed,weak,weak	0	1	Why is the weak force described as being leashed rather than actually weak in strength?
compiler,error,generation,handle	1	0	How does the compiler handle a use-after-move error in its code generation?
according,dipole,electric,neutron	1	2	Why does the neutron have no electric dipole moment according to this theory?
according,dark,identity,particle	1	0	What is the identity of the dark matter particle according to this theory?
generator,independently,sharing,vary	0	1	What would happen to the theory if two constants sharing a generator were observed to vary independently?
alphafold,folds,protein,understand	1	0	Why does AlphaFold not understand why a protein folds in a specific way?
action,fire,partial,potential	0	1	Why can an action potential not be a partial or half-fire?
evaluation,invariant,purpose,usde	0	1	What is the purpose of the T1 invariant in the USDE evaluation process?
baryons,leading,ratio,sft	1	2	What is the leading-order ratio of dark matter to baryons in SFT?
hey,interesting,today,unison	1	0	Hey Unison! How's it going today? Doing anything interesting?
choosing,constitute,feeling,illusion	0	1	Why does the feeling of choosing not constitute an illusion?
conscious,considered,criterion,system	1	0	What is the criterion for a system to be considered conscious?
exist,free,libertarian,smithian	3	5	Does libertarian free will exist within the Smithian Fold Theory?
heisenberg,principle,uncertainty,underlying	0	1	What is the underlying cause of Heisenberg's uncertainty principle according to this paper?
cell,define,differentiation,structurally	1	0	How does Smithian Fold Theory structurally define the process of cell differentiation?
avoid,lists,numerical,tables	1	0	Why does the text avoid using tables or bulleted lists for numerical data?
characterizes,climate,smithian,tipping	0	1	What characterizes a climate tipping point according to the Smithian Fold Theory?
calculated,fraction,matter,value	5	7	What is the calculated value for the matter fraction in this theory?
u6c90f8db|busy,profound,quiet,waiting	0	1	You're being a bit quiet! Are you just waiting for me to say something profound, or are you actually busy with something?
diffraction,interference,opposed,phases	6	7	What happens when opposed phases meet in interference or diffraction?
dark,explain,ordinary,smithian	0	2	How does the Smithian Fold Theory explain why there is 5.4 times as much dark matter as ordinary matter?
across,carriers,sectors,total	1	0	How many total carriers are there across the four sectors?
amplitude,decay,hole,ringdown	1	0	How does the amplitude of a black-hole ringdown change during its decay?
chosen,exactly,forced,promotion	2	4	Why is exactly one promotion forced rather than chosen?
hubble,predicted,ratio,value	2	3	What is the predicted value for the Hubble ratio?
analyze,derivations,harness,validation	1	0	Why did the AI refuse to analyze the validation harness to discover new physical derivations?
chess,engine,evaluate,positions	2	0	How does the engine evaluate different chess positions?
according,defines,self,smithian	0	1	What defines a self according to the Smithian Fold Theory?
lightest,represents,smithion,spectra	3	1	What particle represents the lightest member of the Smithion spectra?
250,covering,engine,volume	0	1	How is the covering volume of 250 derived in the engine?
exactly,explain,generations,theory	0	2	How does the theory explain why there are exactly three generations?
galaxy,luminosity,rotation,tully	2	0	What is the relationship between galaxy luminosity and rotation speed according to the Tully–Fisher relation?
flops,generated,token,unisonai	1	0	How many FLOPs does UnisonAI average per token generated?
are,characteristics,smithions,what	0	1	What are the characteristics of the Smithions?
beta,conclude,neutrinoless,occur	0	1	Why does the theory conclude that neutrinoless double-beta decay must occur?
differ,fourier,transform,transform	1	0	How does the Walsh transform differ from the Fourier transform?
according,atomic,periodic,table	0	1	At what atomic number does the periodic table end according to the theory?
127,equal,scale,smithian	3	2	Why is the Smithian Scale equal to 2^(127/2)?
derivations,paradoxes,refuse,resolve	1	2	Why did the AI refuse to discover new physical derivations and resolve physics paradoxes?
changed,colour,constants,count	1	3	What happens to the other constants if the colour count c is changed?
e1b,encounters,halting,violates	0	1	What happens if Check E1b encounters a fitted value that violates the halting limit?
attempts,calculation,produce,sft	0	1	What happens when a calculation in SFT attempts to produce a value that is greater than 1 or less than or equal to 0?
action,determined,impossible,predict	10	3	Why is it impossible for a mind to predict its own next determined action?
according,causes,collapse,ecosystem	0	1	What causes an ecosystem to collapse according to this theory?
constants,generator,independently,vary	0	1	What would happen to the theory if two constants that share a generator were observed to vary independently?
checked,consciousness,criterion,satisfy	0	1	What are the two specific parts that must be checked to satisfy the consciousness criterion?
cast_out,happens,operation,result	0	1	What happens to the result of a cast_out operation if the value is zero?
able,explain,proteins,quickly	0	1	How does the theory explain how proteins are able to fold so quickly?
concentrate,language,model,specifically	1	0	Where specifically does the law concentrate within a language model?
128,determined,electromagnetic,tower	1	2	How is the electromagnetic tower value of 128 determined?
chess,evaluate,positions,sft	1	0	How does the SFT engine evaluate chess positions without using an opening book or knowledge of material value?
despite,exhibit,quasicrystals,tiling	0	1	Why do quasicrystals exhibit five-fold symmetry despite it being forbidden by periodic tiling?
explain,planck,proton,ratio	1	0	How does the Smithian Fold Theory explain the proton-to-Planck ratio?
cosmology,hubble,problem,tension	0	1	What is the Hubble tension and why is it considered an open problem in cosmology?
baryon,lightest,neutral,sector	0	1	Why is the lightest neutral baryon of the p=5 sector stable?
graded,neural,rather,response	1	0	Why is the neural response all-or-nothing rather than graded?
non,vacuum,value,zero	1	0	Why does the vacuum energy in the fold theory have a non-zero value?
gyration,hydrophobic,minimize,radius	2	0	How does the SFT packing engine minimize the radius of gyration for the hydrophobic core?
calculated,theory,tower,value	1	0	How is the Tower value T calculated in this theory?
according,bind,neutrons,protons	0	1	Why do di-protons and di-neutrons not bind according to this theory?
erroneous,rejects,response,user	0	2	What happens to an erroneous path if a user rejects a response?
exist,smithions,total,within	1	2	How many total Smithions exist within the theory?
circumstances,considered,falsified,method	1	0	Under what circumstances would the Smithian Fold Theory method be considered falsified?
builtins,ernosplain,functions,listed	0	1	Are the builtins listed in the reference ErnosPlain functions?
